,request_count,weighted_load,unique_users,static_ratio,total_bytes,is_outage,is_imputed
1995-07-01 00:00:00,301,271.8,60,0.8106312292358804,4857331.0,0,0
1995-07-01 00:05:00,267,242.7,53,0.8202247191011236,4766741.0,0,0
1995-07-01 00:10:00,242,208.0,55,0.7231404958677686,4410816.0,0,0
1995-07-01 00:15:00,282,256.1,55,0.7446808510638298,3840147.0,0,0
1995-07-01 00:20:00,318,296.4,65,0.7610062893081762,5959646.0,0,0
1995-07-01 00:25:00,344,311.2,70,0.7936046511627907,5464877.0,0,0
1995-07-01 00:30:00,326,300.8,64,0.7975460122699386,7868845.0,0,0
1995-07-01 00:35:00,361,326.0,75,0.8060941828254847,6577157.0,0,0
1995-07-01 00:40:00,319,295.7,65,0.8087774294670846,6114994.0,0,0
1995-07-01 00:45:00,205,190.1,57,0.7560975609756098,5225592.0,0,0
1995-07-01 00:50:00,307,282.3,73,0.7882736156351792,7341521.0,0,0
1995-07-01 00:55:00,286,274.8,64,0.7657342657342657,6429026.0,0,0
1995-07-01 01:00:00,241,196.0,55,0.7759336099585062,3845071.0,0,0
1995-07-01 01:05:00,249,234.7,61,0.7951807228915663,4718409.0,0,0
1995-07-01 01:10:00,256,232.6,57,0.8515625,4772690.0,0,0
1995-07-01 01:15:00,214,191.5,54,0.7616822429906542,5388556.0,0,0
1995-07-01 01:20:00,267,242.7,55,0.7827715355805244,5563409.0,0,0
1995-07-01 01:25:00,198,190.4,46,0.7575757575757576,4332030.0,0,0
1995-07-01 01:30:00,234,225.1,52,0.8290598290598291,5389008.0,0,0
1995-07-01 01:35:00,272,249.6,49,0.7205882352941176,7006859.0,0,0
1995-07-01 01:40:00,321,309.8,62,0.7850467289719626,6850496.0,0,0
1995-07-01 01:45:00,243,229.1,63,0.7037037037037037,4916031.0,0,0
1995-07-01 01:50:00,245,221.6,56,0.7387755102040816,4724243.0,0,0
1995-07-01 01:55:00,248,226.0,52,0.7620967741935484,5706057.0,0,0
1995-07-01 02:00:00,257,225.5,54,0.7859922178988327,4281997.0,0,0
1995-07-01 02:05:00,216,196.8,49,0.6759259259259259,4132236.0,0,0
1995-07-01 02:10:00,224,213.7,43,0.8169642857142857,3172698.0,0,0
1995-07-01 02:15:00,170,153.9,45,0.711764705882353,3111272.0,0,0
1995-07-01 02:20:00,178,170.0,39,0.7865168539325843,4196148.0,0,0
1995-07-01 02:25:00,190,178.8,50,0.8315789473684211,3612841.0,0,0
1995-07-01 02:30:00,154,138.8,37,0.8116883116883117,3382385.0,0,0
1995-07-01 02:35:00,179,169.6,38,0.8435754189944135,3016992.0,0,0
1995-07-01 02:40:00,201,189.3,48,0.8706467661691543,4073684.0,0,0
1995-07-01 02:45:00,134,117.8,35,0.8134328358208955,4005077.0,0,0
1995-07-01 02:50:00,159,127.5,35,0.7735849056603774,3299697.0,0,0
1995-07-01 02:55:00,206,197.9,36,0.8106796116504854,3947630.0,0,0
1995-07-01 03:00:00,134,126.8,34,0.746268656716418,2457719.0,0,0
1995-07-01 03:05:00,208,190.9,39,0.8076923076923077,3097951.0,0,0
1995-07-01 03:10:00,159,142.8,33,0.6855345911949685,2790839.0,0,0
1995-07-01 03:15:00,143,135.4,33,0.7412587412587412,3630027.0,0,0
1995-07-01 03:20:00,115,112.3,26,0.7913043478260869,2667929.0,0,0
1995-07-01 03:25:00,162,147.6,31,0.8703703703703703,2721038.0,0,0
1995-07-01 03:30:00,143,128.2,33,0.8601398601398601,2467052.0,0,0
1995-07-01 03:35:00,108,95.4,28,0.8425925925925926,3018810.0,0,0
1995-07-01 03:40:00,147,130.2,34,0.8095238095238095,2172057.0,0,0
1995-07-01 03:45:00,136,122.8,34,0.7867647058823529,2426101.0,0,0
1995-07-01 03:50:00,98,96.2,23,0.8979591836734694,2267689.0,0,0
1995-07-01 03:55:00,166,158.4,31,0.891566265060241,3174522.0,0,0
1995-07-01 04:00:00,143,135.0,34,0.8881118881118881,3612760.0,0,0
1995-07-01 04:05:00,94,82.3,24,0.7872340425531915,2015869.0,0,0
1995-07-01 04:10:00,171,156.6,35,0.847953216374269,2295205.0,0,0
1995-07-01 04:15:00,97,92.1,29,0.8350515463917526,2348450.0,0,0
1995-07-01 04:20:00,132,127.6,28,0.8181818181818182,2524084.0,0,0
1995-07-01 04:25:00,82,70.3,21,0.7804878048780488,1364640.0,0,0
1995-07-01 04:30:00,163,155.8,29,0.8588957055214724,2760052.0,0,0
1995-07-01 04:35:00,138,132.2,28,0.8405797101449275,2697421.0,0,0
1995-07-01 04:40:00,104,94.1,27,0.7980769230769231,2084605.0,0,0
1995-07-01 04:45:00,105,90.7,27,0.7904761904761904,1850024.0,0,0
1995-07-01 04:50:00,105,97.9,19,0.7238095238095238,1199441.0,0,0
1995-07-01 04:55:00,140,133.7,29,0.85,2663480.0,0,0
1995-07-01 05:00:00,110,91.1,22,0.8545454545454545,2728833.0,0,0
1995-07-01 05:05:00,81,72.9,17,0.7654320987654321,1892748.0,0,0
1995-07-01 05:10:00,91,82.0,16,0.8901098901098901,1231407.0,0,0
1995-07-01 05:15:00,80,74.6,18,0.8875,1424387.0,0,0
1995-07-01 05:20:00,114,108.2,25,0.7543859649122807,2101770.0,0,0
1995-07-01 05:25:00,137,112.7,33,0.8248175182481752,2337634.0,0,0
1995-07-01 05:30:00,107,102.5,24,0.8878504672897196,2108204.0,0,0
1995-07-01 05:35:00,101,91.6,21,0.9207920792079208,1432868.0,0,0
1995-07-01 05:40:00,128,111.4,26,0.828125,1823171.0,0,0
1995-07-01 05:45:00,146,135.3,30,0.821917808219178,3078075.0,0,0
1995-07-01 05:50:00,107,89.0,28,0.7383177570093458,2582623.0,0,0
1995-07-01 05:55:00,139,124.8,32,0.8273381294964028,2936558.0,0,0
1995-07-01 06:00:00,127,115.3,26,0.8110236220472441,1581247.0,0,0
1995-07-01 06:05:00,167,150.4,35,0.8682634730538922,3322949.0,0,0
1995-07-01 06:10:00,79,74.5,24,0.8481012658227848,2250942.0,0,0
1995-07-01 06:15:00,91,81.6,22,0.8351648351648352,1863562.0,0,0
1995-07-01 06:20:00,151,135.3,30,0.8278145695364238,3640249.0,0,0
1995-07-01 06:25:00,154,136.0,28,0.7142857142857143,2866543.0,0,0
1995-07-01 06:30:00,158,136.4,34,0.759493670886076,2645891.0,0,0
1995-07-01 06:35:00,144,139.1,28,0.8402777777777778,2403615.0,0,0
1995-07-01 06:40:00,115,91.6,27,0.8,2283422.0,0,0
1995-07-01 06:45:00,125,116.9,26,0.808,3083577.0,0,0
1995-07-01 06:50:00,147,123.6,32,0.782312925170068,2975449.0,0,0
1995-07-01 06:55:00,70,59.2,18,0.7571428571428571,1288806.0,0,0
1995-07-01 07:00:00,83,69.5,18,0.8554216867469879,1301991.0,0,0
1995-07-01 07:05:00,80,62.0,20,0.9375,951497.0,0,0
1995-07-01 07:10:00,135,118.0,21,0.8296296296296296,2447387.0,0,0
1995-07-01 07:15:00,91,77.5,23,0.8241758241758241,2154593.0,0,0
1995-07-01 07:20:00,109,94.6,22,0.7706422018348624,2087942.0,0,0
1995-07-01 07:25:00,125,116.9,26,0.776,2924851.0,0,0
1995-07-01 07:30:00,146,115.4,29,0.8493150684931506,3344932.0,0,0
1995-07-01 07:35:00,109,101.8,20,0.8440366972477065,1429490.0,0,0
1995-07-01 07:40:00,181,163.9,28,0.7624309392265194,2153306.0,0,0
1995-07-01 07:45:00,118,106.3,26,0.7457627118644068,1938169.0,0,0
1995-07-01 07:50:00,212,194.0,35,0.8443396226415094,3646727.0,0,0
1995-07-01 07:55:00,165,149.7,31,0.8363636363636363,3126556.0,0,0
1995-07-01 08:00:00,200,177.5,40,0.78,3670952.0,0,0
1995-07-01 08:05:00,92,87.1,26,0.7717391304347826,2255330.0,0,0
1995-07-01 08:10:00,136,123.4,30,0.7794117647058824,2703363.0,0,0
1995-07-01 08:15:00,164,145.1,39,0.8109756097560976,2744589.0,0,0
1995-07-01 08:20:00,233,205.2,41,0.9055793991416309,3758557.0,0,0
1995-07-01 08:25:00,205,178.0,39,0.7121951219512195,3713848.0,0,0
1995-07-01 08:30:00,132,117.6,32,0.8409090909090909,2483888.0,0,0
1995-07-01 08:35:00,149,133.7,30,0.8523489932885906,3818773.0,0,0
1995-07-01 08:40:00,164,143.4,37,0.7682926829268293,2702670.0,0,0
1995-07-01 08:45:00,170,154.7,33,0.8117647058823529,4488781.0,0,0
1995-07-01 08:50:00,140,119.3,29,0.8,3456064.0,0,0
1995-07-01 08:55:00,121,116.1,29,0.7851239669421488,5251323.0,0,0
1995-07-01 09:00:00,92,84.8,29,0.782608695652174,2702256.0,0,0
1995-07-01 09:05:00,152,134.0,27,0.8355263157894737,2663285.0,0,0
1995-07-01 09:10:00,110,104.6,24,0.8545454545454545,2690509.0,0,0
1995-07-01 09:15:00,144,130.5,35,0.8541666666666666,3748034.0,0,0
1995-07-01 09:20:00,190,177.4,36,0.8631578947368421,3545086.0,0,0
1995-07-01 09:25:00,222,202.3,47,0.8063063063063063,3961867.0,0,0
1995-07-01 09:30:00,203,195.4,43,0.8226600985221675,4066773.0,0,0
1995-07-01 09:35:00,199,179.2,42,0.8592964824120602,3808648.0,0,0
1995-07-01 09:40:00,167,152.6,42,0.8143712574850299,3660004.0,0,0
1995-07-01 09:45:00,209,174.8,36,0.8181818181818182,4014489.0,0,0
1995-07-01 09:50:00,192,165.0,37,0.8020833333333334,4376599.0,0,0
1995-07-01 09:55:00,213,198.6,44,0.8779342723004695,3248223.0,0,0
1995-07-01 10:00:00,189,169.2,44,0.8359788359788359,3380702.0,0,0
1995-07-01 10:05:00,290,263.0,44,0.8448275862068966,4016917.0,0,0
1995-07-01 10:10:00,243,192.2,51,0.8189300411522634,5142169.0,0,0
1995-07-01 10:15:00,211,202.0,46,0.8483412322274881,3254168.0,0,0
1995-07-01 10:20:00,216,205.3,48,0.7824074074074074,3420371.0,0,0
1995-07-01 10:25:00,229,196.6,50,0.834061135371179,3711774.0,0,0
1995-07-01 10:30:00,264,236.3,49,0.8068181818181818,4036070.0,0,0
1995-07-01 10:35:00,289,259.8,66,0.8442906574394463,6189028.0,0,0
1995-07-01 10:40:00,233,215.1,51,0.7725321888412017,5093685.0,0,0
1995-07-01 10:45:00,279,266.4,51,0.8602150537634409,5823577.0,0,0
1995-07-01 10:50:00,340,272.5,65,0.8588235294117647,7180921.0,0,0
1995-07-01 10:55:00,263,215.0,53,0.8669201520912547,3782508.0,0,0
1995-07-01 11:00:00,337,284.0,61,0.8367952522255193,6090964.0,0,0
1995-07-01 11:05:00,320,278.7,62,0.871875,5140276.0,0,0
1995-07-01 11:10:00,326,265.3,61,0.7638036809815951,5389176.0,0,0
1995-07-01 11:15:00,334,297.6,58,0.7874251497005988,5712443.0,0,0
1995-07-01 11:20:00,354,336.5,59,0.8700564971751412,5300641.0,0,0
1995-07-01 11:25:00,250,229.5,53,0.8,6260424.0,0,0
1995-07-01 11:30:00,242,217.8,52,0.7520661157024794,5146700.0,0,0
1995-07-01 11:35:00,242,224.0,51,0.8264462809917356,5432854.0,0,0
1995-07-01 11:40:00,225,221.6,51,0.7822222222222223,4680855.0,0,0
1995-07-01 11:45:00,274,260.6,57,0.8175182481751825,5995976.0,0,0
1995-07-01 11:50:00,235,223.9,55,0.7829787234042553,5096043.0,0,0
1995-07-01 11:55:00,280,268.8,50,0.8357142857142857,6991285.0,0,0
1995-07-01 12:00:00,260,233.0,51,0.7769230769230769,5748407.0,0,0
1995-07-01 12:05:00,260,248.3,61,0.8769230769230769,6217326.0,0,0
1995-07-01 12:10:00,273,264.0,55,0.8131868131868132,7063109.0,0,0
1995-07-01 12:15:00,257,240.0,52,0.8365758754863813,5668322.0,0,0
1995-07-01 12:20:00,312,301.2,57,0.7628205128205128,7143806.0,0,0
1995-07-01 12:25:00,405,372.3,65,0.7777777777777778,7513199.0,0,0
1995-07-01 12:30:00,198,180.9,42,0.7373737373737373,3472456.0,0,0
1995-07-01 12:35:00,10,10.0,10,0.7,1522906.0,0,0
1995-07-01 12:40:00,1,1.0,1,1.0,139264.0,0,0
1995-07-01 12:45:00,209,200.1,32,0.8086124401913876,2343428.0,0,0
1995-07-01 12:50:00,302,292.2,48,0.8178807947019867,4777768.0,0,0
1995-07-01 12:55:00,281,251.8,51,0.7473309608540926,5530093.0,0,0
1995-07-01 13:00:00,290,267.1,55,0.7724137931034483,4874554.0,0,0
1995-07-01 13:05:00,275,254.1,53,0.7927272727272727,4919099.0,0,0
1995-07-01 13:10:00,221,197.2,51,0.9095022624434389,4023577.0,0,0
1995-07-01 13:15:00,282,249.3,50,0.7553191489361702,4977305.0,0,0
1995-07-01 13:20:00,289,253.0,51,0.7231833910034602,4589089.0,0,0
1995-07-01 13:25:00,258,232.8,47,0.813953488372093,5745723.0,0,0
1995-07-01 13:30:00,190,178.3,47,0.7894736842105263,4109140.0,0,0
1995-07-01 13:35:00,199,173.9,47,0.8442211055276382,3591123.0,0,0
1995-07-01 13:40:00,177,159.5,42,0.7627118644067796,3736956.0,0,0
1995-07-01 13:45:00,305,255.5,51,0.8131147540983606,4796290.0,0,0
1995-07-01 13:50:00,321,299.4,59,0.7414330218068536,7018877.0,0,0
1995-07-01 13:55:00,279,251.1,57,0.7670250896057348,4882484.0,0,0
1995-07-01 14:00:00,249,232.0,51,0.7951807228915663,5196348.0,0,0
1995-07-01 14:05:00,261,244.8,58,0.7586206896551724,5239193.0,0,0
1995-07-01 14:10:00,234,216.0,52,0.7649572649572649,5150885.0,0,0
1995-07-01 14:15:00,294,264.3,54,0.8469387755102041,5989656.0,0,0
1995-07-01 14:20:00,210,186.6,45,0.8285714285714286,3802677.0,0,0
1995-07-01 14:25:00,201,189.0,41,0.8159203980099502,3384440.0,0,0
1995-07-01 14:30:00,194,178.8,43,0.7422680412371134,4224536.0,0,0
1995-07-01 14:35:00,273,259.6,47,0.8351648351648352,4862820.0,0,0
1995-07-01 14:40:00,312,266.3,53,0.7756410256410257,5795103.0,0,0
1995-07-01 14:45:00,267,239.2,52,0.846441947565543,4288576.0,0,0
1995-07-01 14:50:00,287,252.9,59,0.8118466898954704,4172319.0,0,0
1995-07-01 14:55:00,351,329.5,62,0.7948717948717948,6503018.0,0,0
1995-07-01 15:00:00,268,239.2,57,0.7798507462686567,4898019.0,0,0
1995-07-01 15:05:00,220,208.4,50,0.8090909090909091,5700137.0,0,0
1995-07-01 15:10:00,212,186.0,52,0.8584905660377359,4486840.0,0,0
1995-07-01 15:15:00,255,239.3,60,0.8274509803921568,4529689.0,0,0
1995-07-01 15:20:00,287,265.1,46,0.8013937282229965,5647887.0,0,0
1995-07-01 15:25:00,250,228.5,54,0.816,6781734.0,0,0
1995-07-01 15:30:00,268,245.5,65,0.7835820895522388,5587638.0,0,0
1995-07-01 15:35:00,258,233.7,51,0.751937984496124,5990733.0,0,0
1995-07-01 15:40:00,286,265.8,61,0.8181818181818182,7683825.0,0,0
1995-07-01 15:45:00,304,289.7,62,0.8289473684210527,5092355.0,0,0
1995-07-01 15:50:00,363,331.6,64,0.7878787878787878,7525986.0,0,0
1995-07-01 15:55:00,286,258.2,50,0.7797202797202797,5461437.0,0,0
1995-07-01 16:00:00,213,198.9,48,0.8591549295774648,4585061.0,0,0
1995-07-01 16:05:00,268,256.9,63,0.8544776119402985,6286997.0,0,0
1995-07-01 16:10:00,199,188.2,52,0.864321608040201,4425297.0,0,0
1995-07-01 16:15:00,288,266.0,57,0.8229166666666666,4867573.0,0,0
1995-07-01 16:20:00,220,207.4,51,0.8090909090909091,4356412.0,0,0
1995-07-01 16:25:00,178,157.3,36,0.8539325842696629,2865087.0,0,0
1995-07-01 16:30:00,255,243.3,48,0.8352941176470589,5917082.0,0,0
1995-07-01 16:35:00,316,290.8,62,0.7689873417721519,7581322.0,0,0
1995-07-01 16:40:00,298,280.1,65,0.8221476510067114,5960470.0,0,0
1995-07-01 16:45:00,360,342.9,58,0.85,7458302.0,0,0
1995-07-01 16:50:00,270,248.4,54,0.8333333333333334,5734102.0,0,0
1995-07-01 16:55:00,322,290.6,56,0.8571428571428571,6938741.0,0,0
1995-07-01 17:00:00,304,276.1,64,0.8157894736842105,6250052.0,0,0
1995-07-01 17:05:00,310,296.5,63,0.7161290322580646,7750258.0,0,0
1995-07-01 17:10:00,320,280.9,69,0.81875,5249242.0,0,0
1995-07-01 17:15:00,309,291.9,62,0.8640776699029126,4846289.0,0,0
1995-07-01 17:20:00,314,276.2,65,0.7070063694267515,5807747.0,0,0
1995-07-01 17:25:00,351,322.7,60,0.8062678062678063,5029516.0,0,0
1995-07-01 17:30:00,356,334.3,71,0.8033707865168539,8127804.0,0,0
1995-07-01 17:35:00,261,242.7,65,0.8352490421455939,5824661.0,0,0
1995-07-01 17:40:00,412,376.5,71,0.8689320388349514,7784199.0,0,0
1995-07-01 17:45:00,257,244.9,56,0.7937743190661478,6301570.0,0,0
1995-07-01 17:50:00,209,196.4,45,0.7799043062200957,4026317.0,0,0
1995-07-01 17:55:00,264,256.4,53,0.8560606060606061,5902495.0,0,0
1995-07-01 18:00:00,386,362.7,63,0.844559585492228,6288450.0,0,0
1995-07-01 18:05:00,232,198.4,50,0.8189655172413793,4004637.0,0,0
1995-07-01 18:10:00,258,233.7,53,0.7906976744186046,5157710.0,0,0
1995-07-01 18:15:00,328,296.6,50,0.774390243902439,4764501.0,0,0
1995-07-01 18:20:00,253,227.9,54,0.7628458498023716,4502576.0,0,0
1995-07-01 18:25:00,279,249.8,60,0.7526881720430108,6610930.0,0,0
1995-07-01 18:30:00,293,271.1,61,0.8361774744027304,4663751.0,0,0
1995-07-01 18:35:00,308,298.6,58,0.8181818181818182,6378100.0,0,0
1995-07-01 18:40:00,264,237.9,53,0.7613636363636364,5661659.0,0,0
1995-07-01 18:45:00,200,186.5,45,0.75,3805693.0,0,0
1995-07-01 18:50:00,190,176.5,35,0.7315789473684211,4846459.0,0,0
1995-07-01 18:55:00,201,191.6,37,0.7562189054726368,2935063.0,0,0
1995-07-01 19:00:00,239,212.5,42,0.8284518828451883,3428354.0,0,0
1995-07-01 19:05:00,205,191.1,48,0.8634146341463415,2897174.0,0,0
1995-07-01 19:10:00,207,173.8,55,0.7632850241545893,4243900.0,0,0
1995-07-01 19:15:00,294,274.7,49,0.8537414965986394,6556203.0,0,0
1995-07-01 19:20:00,326,295.5,56,0.7638036809815951,4925387.0,0,0
1995-07-01 19:25:00,239,218.3,46,0.7949790794979079,4059876.0,0,0
1995-07-01 19:30:00,260,241.6,45,0.8,5621051.0,0,0
1995-07-01 19:35:00,217,198.6,43,0.7235023041474654,6023772.0,0,0
1995-07-01 19:40:00,157,149.8,41,0.8152866242038217,4698049.0,0,0
1995-07-01 19:45:00,245,218.6,46,0.7836734693877551,4352346.0,0,0
1995-07-01 19:50:00,233,223.6,42,0.7939914163090128,4846087.0,0,0
1995-07-01 19:55:00,203,191.0,45,0.7783251231527094,5250588.0,0,0
1995-07-01 20:00:00,201,183.0,38,0.835820895522388,3845850.0,0,0
1995-07-01 20:05:00,185,168.4,44,0.8108108108108109,3040829.0,0,0
1995-07-01 20:10:00,304,285.1,53,0.8026315789473685,4233019.0,0,0
1995-07-01 20:15:00,300,274.8,55,0.8,5303101.0,0,0
1995-07-01 20:20:00,244,222.9,50,0.7950819672131147,6117562.0,0,0
1995-07-01 20:25:00,225,213.0,55,0.8577777777777778,4144597.0,0,0
1995-07-01 20:30:00,252,230.9,48,0.7857142857142857,4667507.0,0,0
1995-07-01 20:35:00,217,198.6,49,0.7880184331797235,5899287.0,0,0
1995-07-01 20:40:00,235,215.7,44,0.7106382978723405,5317060.0,0,0
1995-07-01 20:45:00,300,282.0,59,0.7566666666666667,6058927.0,0,0
1995-07-01 20:50:00,237,226.3,59,0.7805907172995781,5599352.0,0,0
1995-07-01 20:55:00,242,229.4,50,0.7520661157024794,4918602.0,0,0
1995-07-01 21:00:00,357,335.2,57,0.8179271708683473,4115786.0,0,0
1995-07-01 21:05:00,286,280.8,61,0.8146853146853147,6523292.0,0,0
1995-07-01 21:10:00,272,241.9,51,0.7904411764705882,5334446.0,0,0
1995-07-01 21:15:00,366,341.8,69,0.7814207650273224,6614226.0,0,0
1995-07-01 21:20:00,301,252.7,57,0.770764119601329,4595896.0,0,0
1995-07-01 21:25:00,264,251.4,59,0.8446969696969697,5096101.0,0,0
1995-07-01 21:30:00,269,254.2,56,0.79182156133829,5082237.0,0,0
1995-07-01 21:35:00,270,243.6,64,0.7296296296296296,4902075.0,0,0
1995-07-01 21:40:00,298,261.2,62,0.7281879194630873,8029212.0,0,0
1995-07-01 21:45:00,247,217.3,46,0.7692307692307693,4394431.0,0,0
1995-07-01 21:50:00,233,215.0,51,0.6995708154506438,5658502.0,0,0
1995-07-01 21:55:00,323,286.1,65,0.8142414860681114,7548665.0,0,0
1995-07-01 22:00:00,309,262.2,58,0.8122977346278317,5836122.0,0,0
1995-07-01 22:05:00,210,203.3,55,0.7904761904761904,4378934.0,0,0
1995-07-01 22:10:00,355,335.8,59,0.819718309859155,3939467.0,0,0
1995-07-01 22:15:00,299,276.6,49,0.7357859531772575,4982824.0,0,0
1995-07-01 22:20:00,262,231.0,53,0.8244274809160306,3984455.0,0,0
1995-07-01 22:25:00,260,232.6,55,0.7961538461538461,5512248.0,0,0
1995-07-01 22:30:00,263,225.2,53,0.8174904942965779,5073398.0,0,0
1995-07-01 22:35:00,226,198.2,54,0.8097345132743363,3290520.0,0,0
1995-07-01 22:40:00,265,249.8,50,0.8716981132075472,5602803.0,0,0
1995-07-01 22:45:00,249,238.9,60,0.7550200803212851,5255242.0,0,0
1995-07-01 22:50:00,283,262.8,60,0.7773851590106007,4950348.0,0,0
1995-07-01 22:55:00,279,257.4,57,0.7777777777777778,4926665.0,0,0
1995-07-01 23:00:00,232,220.9,51,0.8146551724137931,4966667.0,0,0
1995-07-01 23:05:00,235,206.2,61,0.7957446808510639,4636772.0,0,0
1995-07-01 23:10:00,217,201.7,55,0.8202764976958525,4256035.0,0,0
1995-07-01 23:15:00,328,298.3,69,0.7987804878048781,5287646.0,0,0
1995-07-01 23:20:00,277,259.0,67,0.8158844765342961,6616568.0,0,0
1995-07-01 23:25:00,295,260.9,55,0.6983050847457627,4946652.0,0,0
1995-07-01 23:30:00,239,227.3,64,0.7573221757322176,3929328.0,0,0
1995-07-01 23:35:00,260,244.7,52,0.8,4273845.0,0,0
1995-07-01 23:40:00,286,271.4,63,0.6923076923076923,5271385.0,0,0
1995-07-01 23:45:00,145,132.4,51,0.7517241379310344,2325588.0,0,0
1995-07-01 23:50:00,189,165.2,56,0.7354497354497355,2610887.0,0,0
1995-07-01 23:55:00,149,136.5,41,0.7718120805369127,2705714.0,0,0
1995-07-02 00:00:00,243,199.5,50,0.7037037037037037,3584970.0,0,0
1995-07-02 00:05:00,254,232.0,60,0.8188976377952756,5555628.0,0,0
1995-07-02 00:10:00,120,110.1,33,0.6666666666666666,2323988.0,0,0
1995-07-02 00:15:00,175,163.3,37,0.8114285714285714,2458940.0,0,0
1995-07-02 00:20:00,282,266.3,59,0.7659574468085106,5519391.0,0,0
1995-07-02 00:25:00,292,274.1,59,0.815068493150685,5098110.0,0,0
1995-07-02 00:30:00,278,265.7,55,0.7410071942446043,4974118.0,0,0
1995-07-02 00:35:00,268,244.6,52,0.832089552238806,5344600.0,0,0
1995-07-02 00:40:00,253,235.1,47,0.8181818181818182,4298174.0,0,0
1995-07-02 00:45:00,221,202.1,48,0.7692307692307693,5003389.0,0,0
1995-07-02 00:50:00,224,203.3,53,0.7366071428571429,4144038.0,0,0
1995-07-02 00:55:00,247,233.3,55,0.8178137651821862,4447427.0,0,0
1995-07-02 01:00:00,232,220.4,56,0.728448275862069,4419901.0,0,0
1995-07-02 01:05:00,123,111.3,33,0.8048780487804879,2430442.0,0,0
1995-07-02 01:10:00,177,172.5,38,0.7796610169491526,3538613.0,0,0
1995-07-02 01:15:00,243,228.6,46,0.8189300411522634,4366744.0,0,0
1995-07-02 01:20:00,236,221.2,49,0.7923728813559322,4808351.0,0,0
1995-07-02 01:25:00,222,213.1,52,0.6621621621621622,4532392.0,0,0
1995-07-02 01:30:00,225,209.3,49,0.8133333333333334,6422023.0,0,0
1995-07-02 01:35:00,199,180.1,44,0.8190954773869347,4796566.0,0,0
1995-07-02 01:40:00,203,184.2,43,0.7881773399014779,3612337.0,0,0
1995-07-02 01:45:00,226,213.4,50,0.7345132743362832,4068346.0,0,0
1995-07-02 01:50:00,229,217.0,42,0.7685589519650655,4535413.0,0,0
1995-07-02 01:55:00,249,238.4,43,0.714859437751004,4043139.0,0,0
1995-07-02 02:00:00,245,231.5,40,0.7224489795918367,3527144.0,0,0
1995-07-02 02:05:00,240,223.5,38,0.6875,3790320.0,0,0
